id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group
1,Lower Sesan 2,Lower Sesan II,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Cambodia,2017,Operational,75.0,7729.0,297.3715368,242.7875581,252.76580628,2348.304461,1628.968492,1790.0,5.4,-999.9,-999.9,83.0427359,-999.9,-999.9,400.0,Hydropower,Flood control,106.256674,13.552205,83.0,
6,Xe Namnoy Dam,Xe Pian Xe Nam Noy,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,73.7,1600.0,40.57826571,10.97605441,34.491525853499994,829.2789795,109.3788326,704.887132575,38.1,-999.9,-999.9,764.3566349,-999.9,-999.9,410.0,Hydropower,SEAWEA_UNKNOWN,106.605648,15.026481,179.0,
8,Theun-Hin Boun Expansion,Nam Gnouang,SEAWEA_UNKNOWN,Storage,Laos,2013,Operational,70.0,470.0,107.3876706,56.2284043,79.0,2355.120632,594.070803,2001.8525372,2.4,-999.9,-999.9,435.4032627,-99.0,-999.9,280.0,Hydropower,SEAWEA_UNKNOWN,104.635417,18.297448,167.0,
9,Nam Chiane 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,93.0,294.5,322.0,-999.9,322.0,14.0,-999.9,14.0,-999.9,-999.9,1040.0,-999.9,600.0,11.43,104.0,Hydropower,SEAWEA_UNKNOWN,103.52122,19.06521,,
11,Nam Mang 3,Nam Mang 3,Nan Mang 3,Storage,Laos,2004,Operational,28.0,436.0,10.2,6.919885163,10.2,58.0,25.33099682,49.3,47.7,750.0,742.0,742.0,543.0,9.22,40.0,Hydropower,Irrigation,102.768653,18.35067,106.0,
12,Sayaboury Dam (Xayaburi),Xayaburi,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,33.0,820.0,225.0,63.4860455,191.25,1072.219945,868.1335785,911.38695325,49.7,-999.9,270.0,278.3912404,24.0,6018.0,1260.0,Hydropower,SEAWEA_UNKNOWN,101.817244,19.245256,175.0,
13,Nam Ngiep 1,Nam Ngiep I,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,167.0,530.0,67.94831658,42.1455593,66.9,1200.0,1200.0,1200.0,20.5,323.5,296.0,307.9052624,130.9,-999.9,562.0,Hydropower,SEAWEA_UNKNOWN,103.52405,18.646599,108.0,
342,Nam Ngum 1,Nam Ngum,Nam Ngum 1,Storage,Laos,1972,Operational,75.0,468.0,502.2793384,320.0,370.0,7030.0,4700.0,7030.0,16.1,-999.9,212.0,181.4126742,45.5,-999.9,155.0,Hydropower,SEAWEA_UNKNOWN,102.5491,18.531233,110.0,
349,Ubol Ratana,Ubol Ratana,SEAWEA_UNKNOWN,Storage,Thailand,1966,Operational,35.0,880.0,410.0,300.0,410.0,2300.0,1761.0,2263.0,7.4,-999.9,-999.9,168.544793,-99.0,-999.9,25.2,Irrigation,Irrigation,102.617817,16.772725,171.0,
350,Lam Pao,Lam Pao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1969,Operational,33.0,7800.0,300.0,119.5587366,240.0,2450.0,1400.0,1430.0,7.1,-999.9,-999.9,161.0606153,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,103.453125,16.603534,75.0,
358,Noi,Sirindhorn,SEAWEA_UNKNOWN,Storage,Thailand,1971,Operational,42.0,940.0,288.3,230.0,288.3,2000.0,1135.0,1966.0,8.5,-999.9,-999.9,137.4859969,-99.0,-999.9,36.0,Hydropower,Irrigation,105.430544,15.205083,150.0,
1785,Manwan,Manwan,Manwan,Storage,China,1995,Operational,126.0,418.0,25.22459534,19.95166896,21.440906039,732.8967879,555.9123374,622.962269715,25.0,-999.9,-999.9,992.2870498,69.3,-999.9,1605.0,Hydropower,SEAWEA_UNKNOWN,100.448067,24.623123,92.0,
1906,Nam Pung,Nam Pung,SEAWEA_UNKNOWN,Storage,Thailand,1965,Operational,40.0,1719.0,21.0,0.3,21.0,165.5,156.8,165.5,10.5,-999.9,-999.9,275.6858856,-99.0,-999.9,6.3,Hydropower,SEAWEA_UNKNOWN,103.976042,16.972114,120.0,
1920,Pak Mun,Pak Mun,Pak Mun,Run of River,Thailand,1990,Operational,17.0,324.0,73.68412589,38.72279491,62.6315070065,229.0,118.0,229.0,2.6,-999.9,-999.9,110.3774448,11.6,-999.9,136.0,Hydropower,Irrigation,105.467708,15.279676,131.0,
1923,Houay Ho Dam,Houayho,Houay Ho,Storage,Laos,1999,Operational,76.0,-99.0,27.89911257,17.84306982,23.7142456845,649.0,508.0,596.0,21.0,883.0,867.0,861.0,775.5,22.0,157.0,Hydropower,SEAWEA_UNKNOWN,106.765135,15.059528,37.0,
1926,Lamtakhong,Lamtakhong,Lam Ta Khong,Pumped Storage,Thailand,1969,Operational,40.0,251.0,39.438433,1.4,37.0,445.0,64.21231031,310.0,11.6,-999.9,-999.9,265.1940161,-999.9,-999.9,1000.0,Irrigation,SEAWEA_UNKNOWN,101.560159,14.863445,78.0,
1929,Lamnangrong,Lamnangrong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1982,Operational,23.0,1500.0,24.5,0.5,24.5,196.67,20.84709805,150.0,13.0,-999.9,-999.9,230.2454168,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,102.765925,14.300292,76.0,
1930,Yali Falls,Yali,Ialy,Storage,Vietnam,2001,Operational,69.0,1190.0,56.02875446,31.0167533,47.624441291,775.073721,473.9114412,658.8126628499999,22.9,-999.9,-999.9,502.7477219,180.0,-999.9,720.0,Hydropower,Irrigation,107.832322,14.230762,182.0,
4896,Haixihai,Haixihai,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1995,Operational,21.0,91.5,4.288881228,3.613038752,4.0,61.9,41.9,61.9,15.7,-999.9,-999.9,2125.516882,-999.9,-999.9,61.9,Irrigation,Irrigation,99.978125,26.290762,34.0,
4902,Zibihe,Zibihe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1981,Operational,-99.0,-99.0,9.480499357,7.97,8.05842445345,95.54978735,11.0,93.2,11.9,-999.9,-999.9,2044.184287,-999.9,-999.9,93.2,Irrigation,Irrigation,99.955536,26.136007,185.0,
5084,Nam Leuk,Nam Leuk,Nam Leuk,Storage,Laos,2000,Operational,45.0,800.0,12.8,6.403858592,12.8,185.0,154.0,185.0,20.1,411.5,388.0,388.0,46.5,-999.9,60.0,Hydropower,SEAWEA_UNKNOWN,102.946765,18.439659,105.0,
5107,Chulabhorn,Chulabhorn,Chulabhorn,Storage,Thailand,1972,Operational,70.0,700.0,12.0,0.5,12.0,188.0,144.5,188.0,27.1,-999.9,-999.9,745.3411321,-99.0,-999.9,40.0,Hydropower,Irrigation,101.650246,16.53714,18.0,
5119,Lamphraphloeng,Lamphraphloeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1967,Operational,49.0,575.0,13.1,0.8,13.1,242.0,15.93062369,152.0,15.7,-999.9,-999.9,255.0524574,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,101.839349,14.592853,77.0,
6576,Krong Buk Ha,Krong Buk Ha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2014,Operational,35.0,2042.0,11.76979434,7.752555072,10.1,122.7048078,59.69767549,110.0,10.9,-999.9,-999.9,478.3999226,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,108.370289,12.778758,72.0,
6957,Nakai,Nam Theun 2,Nam Theun 2,Storage,Laos,2010,Operational,39.0,436.0,431.2597564,260.5851714,366.57079294,5513.22063,2229.026288,3210.0,7.8,-999.9,538.0,530.0,348.0,-999.9,1070.0,Hydropower,Irrigation,104.952263,17.99679,123.0,
6959,Nam Ngum 2,Nam Ngum 2,Nam Ngum 2,Storage,Laos,2011,Operational,185.0,470.0,122.0,75.39522769,100.0,6774.0,2573.474807,4230.0,45.2,-999.9,378.0,355.5040219,146.0,-999.9,615.0,Hydropower,SEAWEA_UNKNOWN,102.77657,18.753615,111.0,
6960,Nam Ngum 5,Nam Ngum 5,Nam Ngum 5,Storage,Laos,2012,Operational,104.0,258.0,15.0,2.98911166,14.8,-999.9,40.71423359,314.0,71.2,1104.5,1100.0,-999.9,337.0,21.14,120.0,Hydropower,SEAWEA_UNKNOWN,102.620386,19.355319,112.0,
6961,Xekaman 1 Dam,Xe Kaman 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,120.0,235.0,124.2767496,102.2619602,105.63523716,5017.881137,3526.518419,4265.19896645,31.8,230.0,230.0,218.0,-99.0,-999.9,290.0,Hydropower,SEAWEA_UNKNOWN,107.159768,14.960122,176.0,
6962,Xekaman 3 Dam,Xe Kaman 3,Xekaman 3,Storage,Laos,2013,Operational,100.0,540.0,5.251,3.436891881,5.0,148.4945389,76.43749617,141.0,34.3,960.0,960.0,925.0,515.0,-999.9,250.0,Hydropower,SEAWEA_UNKNOWN,107.36143,15.425985,177.0,
6989,Dachaoshan,Dachaoshan,Da Chao Shan,Storage,China,2002,Operational,115.0,461.0,25.74055908,20.83304742,21.879475218,719.7408323,491.1878776,611.779707455,46.0,-999.9,-999.9,888.6501504,72.5,-999.9,1350.0,Hydropower,SEAWEA_UNKNOWN,100.368647,24.027054,20.0,
7029,Gongguoqiao,Gongguoqiao,Gong Guo Qiao,Storage,China,2012,Operational,105.0,356.0,12.90244527,10.66822021,10.9670784795,316.0,120.0,316.0,32.8,-999.9,-999.9,1300.236354,58.0,-999.9,750.0,Hydropower,SEAWEA_UNKNOWN,99.335411,25.585622,31.0,
7089,Buon Tua Srah,Buon Tua Srah,Buon Tua Srah,Storage,Vietnam,2007,Operational,80.0,-99.0,34.83035737,21.64927884,31.76,763.1078981,437.9498991,648.641713385,24.9,-999.9,-999.9,479.4580049,-99.0,-999.9,86.0,Hydropower,Irrigation,108.043697,12.281214,15.0,
7090,Buon Kuop,Buon Kuop,Buon Kuop,Storage,Vietnam,2009,Operational,34.0,-99.0,6.921670989,5.545867141,6.82,71.59993165,57.87394399,63.0,9.3,-999.9,-999.9,412.8772339,98.5,-999.9,280.0,Hydropower,Irrigation,107.926265,12.530393,14.0,
7095,Ea Soup Thuong,Ea Soup Thuong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2004,Operational,26.0,2020.0,15.28539162,7.653561228,15.0,112.9627726,37.76271802,96.01835671,11.4,-999.9,-999.9,220.0053597,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,107.935443,13.039576,28.0,
7111,Jinghong,Jinghong,Jing Hong,Storage,China,2009,Operational,108.0,619.0,33.8130358,28.32635592,28.74108043,1139.0,249.0,1139.0,45.8,-999.9,-999.9,597.8763094,-99.0,-999.9,1500.0,Hydropower,SEAWEA_UNKNOWN,100.764486,22.052102,60.0,
7129,Plei Krong,Plei Krong,PleiKrong,Storage,Vietnam,2006,Operational,71.0,495.0,46.75711229,33.71455016,43.95,1049.0,948.0,1049.0,24.0,-999.9,-999.9,561.1615094,57.5,-999.9,100.0,Hydropower,Irrigation,107.864439,14.40999,134.0,
7131,Sesan 4,Se San IV,Se San 4,Storage,Vietnam,2008,Operational,74.0,834.0,52.68635111,42.29269388,44.7833984435,786.1730728,558.5919252,668.24711188,16.9,-999.9,-999.9,215.3210376,-999.9,-999.9,360.0,Hydropower,Irrigation,107.497264,13.968156,145.0,
7160,Nuozhadu,Nuozhadu,Nuozhadu,Storage,China,2014,Operational,262.0,628.0,315.0887252,215.3885331,267.82541642,21360.07131,13068.08731,18156.0606135,96.5,-999.9,-999.9,776.1090282,187.0,-999.9,5850.0,Hydropower,SEAWEA_UNKNOWN,100.429623,22.640879,130.0,
7209,Xiaowan,Xiaowan,Xiaowan,Storage,China,2012,Operational,294.0,893.0,213.3651545,131.4955882,190.0,15043.0,9895.0,15043.0,97.7,-999.9,-999.9,1196.170457,216.0,-999.9,4200.0,Hydropower,SEAWEA_UNKNOWN,100.093825,24.706595,180.0,
7390,Miaowei,Miaowei,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,131.0,577.0,20.19044383,17.32317489,17.32317489,784.5332965,599.5176365,660.0,44.6,-999.9,-999.9,1401.133252,-999.9,-999.9,1400.0,Hydropower,SEAWEA_UNKNOWN,99.161352,25.855159,93.0,
7400,Nam Theun 1 Dam,Nam Theun I,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2021,Operational,177.0,722.0,49.02248202,34.84074396,41.669109717,2571.653032,1639.122844,2185.9050772,4022.7,297.0,-999.9,240.0,140.0,-999.9,650.0,Hydropower,SEAWEA_UNKNOWN,104.146278,18.351192,122.0,
7404,Nam Ngiep 2,Nam Ngiep II,Nam Ngiep 3A,SEAWEA_UNKNOWN,Laos,2015,Operational,70.0,110.0,5.893592454,3.763155423,5.5,172.3230545,71.38053803,152.0,31.6,-999.9,-999.9,853.0339984,151.3,-999.9,44.0,Hydropower,SEAWEA_UNKNOWN,103.283656,19.24375,109.0,
10199,Huai Luang,Huai Luang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1984,Operational,12.5,-99.0,3.2,-99.0,3.2,135.57,-99.0,135.57,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Water supply,SEAWEA_UNKNOWN,102.594237,17.368812,,
18985,Sanshao,Unknown 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1958,Operational,-99.0,-99.0,0.57,-99.0,0.57,-99.0,-99.0,119.6,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,Water supply,100.335351,25.493608,,
20082,Ximahe,Ximahe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1956,Operational,-99.0,-99.0,9.49,-99.0,0.61,420.0,-99.0,420.0,15.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,100.986458,22.785417,,
21996,Nong Han,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1993,Operational,-99.0,-99.0,-99.0,-99.0,73.0,-99.0,-99.0,1874.4,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,Hydropower,Irrigation,104.280208,17.153727,,
36945,Guoduo,Guoduo,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,93.0,235.5,5.440986096,3.414762962,4.6248381815999995,152.2338978,66.08684641,83.0,16.8,-999.9,-999.9,3417.575362,-999.9,-999.9,160.0,Hydropower,SEAWEA_UNKNOWN,97.188572,31.532583,33.0,
38718,Dahuaqiao,Dahuaqiao,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2022,Operational,106.0,231.5,10.28973003,8.793209523,8.793209523,326.1842841,233.7686729,293.0,16.1,-999.9,-999.9,1474.594686,-999.9,-999.9,920.0,Hydropower,SEAWEA_UNKNOWN,99.14375,26.30625,21.0,
38758,Luozhahe 1,Luozhahe 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,59.0,-99.0,-99.0,-99.0,2.0,14.33,-99.0,14.3,16.4,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,100.450913,24.505796,,
39220,Dak Psi 4,Dak Psi 4,Dak Psi 4,Run of River,Vietnam,2010,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.2,-999.9,-999.9,-999.9,-99.0,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,108.002105,14.76965,,
39224,Houay Lamphan Gnai Dam,Houay Lamphan Gnai,Houay Lamphan Gnai,Storage,Laos,2015,Operational,77.0,557.3,7.944492611,4.802775382,6.75281871935,199.1539552,74.32442637,140.0,17.5,-999.9,828.0,795.0,529.0,-999.9,84.8,Hydropower,SEAWEA_UNKNOWN,106.498213,15.355295,38.0,
39342,Nam Mang 1,Nam Mang 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,70.0,280.0,2.5,-99.0,2.5,16.52,-99.0,16.52,15.6,-999.9,-999.9,-999.9,86.0,-999.9,64.0,Hydropower,SEAWEA_UNKNOWN,103.181121,18.473078,,
39343,Nam Lik 2,Nam Lik 1-2,Nam Lik 1-2,Storage,Laos,2010,Operational,103.0,327.84,24.4,-99.0,24.4,1330.0,-99.0,11.0,19.4,-999.9,305.0,275.0,63.0,78.1,100.0,Hydropower,SEAWEA_UNKNOWN,102.117489,18.795679,,
39348,Nam Phay ,Nam Phay,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,56.7,-99.0,-99.0,-99.0,8.92,-99.0,-99.0,-99.0,17.6,-999.9,-999.9,-999.9,720.0,-999.9,86.0,Hydropower,SEAWEA_UNKNOWN,102.776505,19.11166,,3.0
39352,Nam Khan 2,Nam Khan 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2015,Operational,136.0,365.0,30.57,20.78974844,30.57,686.0,632.3937035,686.0,18.9,475.0,-999.9,465.0,119.0,67.0,130.0,Hydropower,SEAWEA_UNKNOWN,102.369661,19.679862,101.0,
39354,Nam Khan 3,Nam Khan 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,61.0,156.0,7.466138104,4.632196829,7.07,224.0,60.79472389,224.0,17.3,349.0,-999.9,343.0,41.65,176.0,60.0,Hydropower,SEAWEA_UNKNOWN,102.223958,19.746729,102.0,
40278,Krong No 2,SEAWEA_UNKNOWN,Krong No 2 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,9.3,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,108.356838,12.254908,,
38584,Jinhe,Jinhe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2004,Operational,34.0,68.4,-99.0,-99.0,2.31,4.27,-99.0,4.27,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,60.0,Hydropower,SEAWEA_UNKNOWN,97.332948,30.806065,,
38613,XunCun,XunCun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1999,Operational,67.0,165.0,3.128061149,2.164882774,2.65885197665,35.84700079,18.97169585,30.4699506715,-99.0,-999.9,-999.9,1316.624619,-999.9,-999.9,78.0,Hydropower,SEAWEA_UNKNOWN,99.993279,25.421853,181.0,
38640,Huangdeng,Huangdeng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2017,Operational,203.0,457.0,35.40134016,27.77602657,30.091139135999995,1740.522121,1219.294055,1613.0,-99.0,-999.9,-999.9,1609.728809,-999.9,-999.9,1900.0,Hydropower,SEAWEA_UNKNOWN,99.116985,26.559238,41.0,
39146,Nam Kong 2 Dam,Nam Kong 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,65.0,210.0,5.692178603,3.528203528,4.2,89.63418349,49.29507743,71.4,-99.0,427.0,-999.9,420.0,98.8,76.2,66.0,Hydropower,SEAWEA_UNKNOWN,106.856744,14.494468,103.0,
39185,Xekaman Xanxay Dam,Xekaman-Sanxay,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2018,Operational,28.0,180.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.1,-99.0,123.0,-999.9,122.0,-999.9,-999.9,32.0,Hydropower,SEAWEA_UNKNOWN,107.117143,14.888971,,
39194,Sesan 4A,Se san 4A,Se san 4A,Storage,Vietnam,2011,Operational,31.5,-99.0,1.75,-99.0,1.75,13.13,-99.0,13.1,-99.0,-999.9,-999.9,-999.9,12.2,-999.9,63.0,Hydropower,Flood control,107.464724,13.931154,,
39195,Se San 3A,Se San 3A,Se San 3A,Storage,Vietnam,2007,Operational,35.0,-99.0,7.422643288,6.704497939,6.704497939,88.81518053,72.29531822,80.60000000000001,-99.0,-999.9,-999.9,244.9612633,-99.0,-999.9,108.0,Hydropower,SEAWEA_UNKNOWN,107.657899,14.106402,144.0,
39196,Se San 3,Sesan 3,Se San 3,Storage,Vietnam,2006,Operational,79.0,-99.0,3.556693993,3.247326824,3.247326824,107.6247187,91.84944228,92.0,-99.0,-999.9,-999.9,314.2103397,-99.0,-999.9,260.0,Hydropower,SEAWEA_UNKNOWN,107.721858,14.215329,143.0,
39298,Mong Wa,Mong Wa,SEAWEA_UNKNOWN,Run of River,Myanmar,2017,Operational,51.0,237.4,7.044411528,5.245876028,5.9877497988,101.2775447,54.32734153,64.93,-99.0,-999.9,-999.9,537.9924787,-999.9,-999.9,66.0,Hydropower,SEAWEA_UNKNOWN,100.325923,21.397254,95.0,
39303,Nam Ou 5,Nam Ou 5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2016,Operational,74.0,-99.0,12.71827942,6.695904974,10.810537507,280.7449134,92.51410877,238.63317638999996,-99.0,-999.9,-999.9,428.8089059,-999.9,-999.9,240.0,Hydropower,SEAWEA_UNKNOWN,102.344401,21.411347,116.0,
39319,Theun-Hinboun Dam,Theun-Hinboun exp.,Theun Hinboun,Run of River,Laos,1998,Operational,65.0,480.0,2900.0,4.82067342,49.0,37.55101367,11.89283411,31.9183616195,-99.0,455.0,-999.9,-999.9,230.0,-999.9,220.0,Hydropower,SEAWEA_UNKNOWN,104.562587,18.260291,166.0,
40265,Srepok 3,SrePok 3,SrePok 3,Storage,Vietnam,2009,Operational,52.5,-99.0,17.01682947,14.35118138,14.4643050495,211.1572522,158.6147312,179.48366437,-99.0,-999.9,-999.9,269.9711715,60.0,-999.9,220.0,Hydropower,SEAWEA_UNKNOWN,107.876878,12.75182,155.0,
40266,Srepok 4,SrePok 4,SrePok 4,Storage,Vietnam,2010,Operational,155.0,860.0,150.0,-99.0,3.75,-99.0,-99.0,25.94,-99.0,-999.9,-999.9,-999.9,21.4,-999.9,80.0,Hydropower,SEAWEA_UNKNOWN,107.855586,12.807774,,
2169,Taurus Tun,Shaba,Shaba,Run of River,China,2008,Operational,23.8,-999.9,-999.9,-999.9,0.22068,-999.9,-999.9,316.0,-999.9,-999.9,-999.9,-999.9,59.0,-999.9,24.0,Hydropower,SEAWEA_UNKNOWN,99.915,25.81333333,,
2353,SEAWEA_UNKNOWN,Weiyuan River,Weiyuan River Jinggu County Simao District,Run of River,China,2009,Operational,-99.0,-999.9,-999.9,-999.9,8.8145,-999.9,-999.9,246.15,-999.9,-999.9,-999.9,-999.9,64.0,-999.9,72.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.59,23.1894,,
2464,SEAWEA_UNKNOWN,Diqing Luoma,Yunnan Diqing Luoma Hydroelectric,Run of River,China,2010,Operational,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,75.0,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.9508,27.9014,,
2499,SEAWEA_UNKNOWN,Puer Mengyejiang Hydro,Yunnan Puer Mengyejiang Hydro,Run of River,China,2013,Operational,-99.0,-999.9,-999.9,-999.9,3.23,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,107.0,-999.9,68.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.945,24.3297,,
2527,SEAWEA_UNKNOWN,Yun County Nan River,Yunnan Yun County Nan River,Run of River,China,2009,Operational,-99.0,-999.9,-999.9,-999.9,5.07,-999.9,-999.9,10.08,-999.9,-999.9,-999.9,-999.9,70.0,-999.9,40.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.0433,24.3297,,
4056,Don Sahong Dam,Don Sahong,Don Sahong,Run of River,Laos,2020,Operational,25.0,2730.0,115.0,-999.9,2.2,25.0,-999.9,25.0,-999.9,-999.9,72.0,-999.9,20.0,2400.0,260.0,Hydropower,SEAWEA_UNKNOWN,105.964247,13.956223,,
4075,Xe Katam 1-Xe Namnoy 2 HPP,Xe Nam Noy 2 - Xe Katam 1,Xe Namnoy 2 - Xe Katam !,SEAWEA_UNKNOWN,Laos,2016,Operational,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,115.0,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,15.0,Hydropower,SEAWEA_UNKNOWN,106.6188889,15.11833333,,
7722,Srepok 4A,Sre Pok IVA,Sre Pok 4a,Run of River,Vietnam,2014,Operational,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,3.94,-999.9,-999.9,-999.9,-999.9,19.2,-999.9,64.0,Hydropower,SEAWEA_UNKNOWN,107.8123,12.8935,,
7740,Upper Kontum,Upper Kontum,Thuong Kon Tum,Storage,Vietnam,2014,Operational,73.0,80.0,7.08,-999.9,7.08,-999.9,-999.9,145.52,-999.9,-999.9,-999.9,-999.9,844.0,-999.9,220.0,Hydropower,SEAWEA_UNKNOWN,108.2299,14.6941,,
1898,Nam Oun,Nam Oun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1973,Operational,30.0,3300.0,93.30089784,52.6391354,85.0,780.0,182.1972166,520.0,13.6,-999.9,-999.9,179.3639521,-999.9,-999.9,-999.9,Water supply,SEAWEA_UNKNOWN,103.739583,17.305071,119.0,4.0
9,Lam Sae,Lam Sae,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1998,Operational,29.5,-999.9,2.95,-999.9,2.95,325.0,-999.9,275.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Water supply,SEAWEA_UNKNOWN,102.2774,14.415833,,
7,Mun Bon,Mun Bon,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,1980,Operational,32.7,-999.9,1.275,-999.9,1.275,350.0,-999.9,141.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,Water supply,Water supply,102.147056,14.484167,,5.0
14,A Lin B1,SEAWEA_UNKNOWN,A Lin B1 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,42.0,Hydropower,SEAWEA_UNKNOWN,107.14948,16.31253,,
7,Nam Tha 1,Nam Tha 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2019,Operational,93.6,349.2,32.58300546,16.9965072,27.695554641,764.6797338,273.03249,649.97777373,-999.9,-999.9,-999.9,438.6779325,-999.9,-999.9,168.0,Hydropower,SEAWEA_UNKNOWN,100.8675,20.26625,121.0,
20,Nam Tha 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2024,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,37.5,Hydropower,SEAWEA_UNKNOWN,100.711972,20.242972,,
23,Nam Beng,Nam Beng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2017,Operational,25.5,84.8,0.724,-999.9,1908.0,3611.0,-999.9,3611.0,-999.9,-999.9,-999.9,-999.9,-999.9,1908.0,36.0,Hydropower,SEAWEA_UNKNOWN,101.24,19.946,,
