id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,dup_group
2503,SEAWEA_UNKNOWN,Yunnan Shidi River 1st Level,Yunnan Shidi River 1st Level,Run of River,China,2008,Operational,8.96,-999.9,-999.9,-999.9,0.004514,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,594.1,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.8425,26.9594,,
2525,SEAWEA_UNKNOWN,Yongde Damengtong,Yunnan Yongde Damengtong,Run of River,China,2009,Operational,-99.0,-999.9,-999.9,-999.9,0.758,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,133.0,-999.9,50.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.4156,24.2222,,
2543,SEAWEA_UNKNOWN,Zhenkang Fengweihe,Zhenkang Fengweihe,Run of River,China,2010,Operational,48.5,-999.9,-999.9,-999.9,0.187,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,151.0,-999.9,40.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,98.9833,23.8467,,
6587,SEAWEA_UNKNOWN,Wunihe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,27.5,86.0,-999.9,-999.9,-999.9,67.1,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,98.821819,24.436888,,
6589,SEAWEA_UNKNOWN,Ajiutian,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,27.0,89.0,-999.9,-999.9,-999.9,0.16,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,115.5,Hydropower,SEAWEA_UNKNOWN,98.851104,24.439334,,
6681,SEAWEA_UNKNOWN,Duduluo 1,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2012,Operational,29.0,65.0,-999.9,-999.9,-999.9,0.18,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,98.765532,26.296515,,
13730,Hpi Hseng,Hpi Seng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Myanmar,2020,Operational,10.0,-999.9,-999.9,-999.9,-999.9,4.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,45.0,Hydropower,SEAWEA_UNKNOWN,97.442327,20.129474,,14.0
14,Temengor,Temengor,Temenggor,Storage,Malaysia,1978,Operational,127.0,537.0,152.0,108.5055335,129.2,6168.0,6050.0,6168.0,45.1,-999.9,-999.9,235.7799007,101.0,-999.9,348.0,Hydropower,Flood control,101.302823,5.40679,162.0,
1986,Kenering,Kenering,Kenering,Storage,Malaysia,1983,Operational,48.0,503.0,40.5,9.0,40.5,154.1514295,67.48190421,131.028715075,19.5,-999.9,-999.9,110.9299855,34.7,-999.9,120.0,Hydropower,SEAWEA_UNKNOWN,101.099249,5.215657,64.0,
5231,Bersia,Bersia,Bersia,Storage,Malaysia,1983,Operational,33.0,252.0,5.576666291,1.621428521,5.3,34.635072,3.14343389,29.4398112,8.5,-999.9,-999.9,141.54195,26.5,-999.9,48.0,Hydropower,SEAWEA_UNKNOWN,101.210151,5.429853,11.0,
5233,Chenderoh,Chenderoh,SEAWEA_UNKNOWN,Storage,Malaysia,1930,Operational,32.0,390.0,20.5,14.7,20.5,66.74302171,23.95617797,56.7315684535,11.2,-999.9,-999.9,54.85377494,-999.9,-999.9,40.5,Hydropower,SEAWEA_UNKNOWN,100.976042,4.961478,17.0,
4115,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SG. Piah Lower,Run of River,Malaysia,1999,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,414.0,-999.9,54.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.2116667,5.10194444,,
13632,Jor,Jor,SEAWEA_UNKNOWN,Run of River,Malaysia,1968,Operational,-99.0,-999.9,0.3,-999.9,-999.9,3.8,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,270.0,-999.9,150.0,Hydropower,SEAWEA_UNKNOWN,101.346806,4.340604,,
15,Phra Prong,Phra Prong,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2000,Operational,26.0,443.0,13.41378062,7.515680892,11.401713527,120.0693292,4.0,102.0595,10.0,-999.9,-999.9,84.67850186,-999.9,-999.9,-99.0,Irrigation,SEAWEA_UNKNOWN,102.422002,13.998863,133.0,
7018,Khun Dan Prakan Chon,Khun Dan Prakan Chon,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2004,Operational,93.0,2600.0,4.944644524,2.90474182,4.2029478454,224.9,65.50659644,220.0,50.6,-999.9,-999.9,69.0680441,-999.9,-999.9,11.0,Irrigation,SEAWEA_UNKNOWN,101.323038,14.310513,68.0,
10394,SEAWEA_UNKNOWN,khlong Siyat,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,2000,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,450.0,-99.0,420.0,17.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.653656,13.43925,,
16,Dak Mi 4,Dak Mi 4,Dak Mi 4,Storage,Vietnam,2012,Operational,90.0,-999.9,-999.9,-999.9,10.44,-999.9,-999.9,312.0,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,190.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.9124,15.459,,
7084,A Vuong,A Vuong,A Vuong,Storage,Vietnam,2008,Operational,80.0,228.0,9.555620273,5.569639765,9.0,357.7254696,126.3493794,343.5,41.4,-999.9,-999.9,355.6749188,320.0,-999.9,210.0,Hydropower,SEAWEA_UNKNOWN,107.617692,15.802139,2.0,
7134,Song Bung 4,Song Bung IV,Song Bung 4,Storage,Vietnam,2015,Operational,95.0,367.0,13.07794634,2.346204784,11.116254389,370.4820224,33.43653327,320.0,28.4,-999.9,-999.9,177.7953566,-99.0,-999.9,156.0,Hydropower,SEAWEA_UNKNOWN,107.640163,15.697276,152.0,
7135,Song Tranh 2,Song Tranh II,Song Tranh 2,Storage,Vietnam,2013,Operational,96.0,640.0,21.59617763,12.23957696,18.08,758.6915847,319.1454156,521.0,28.9,-999.9,-999.9,153.386739,-99.0,-999.9,190.0,Hydropower,SEAWEA_UNKNOWN,108.146412,15.331293,154.0,
39147,SEAWEA_UNKNOWN,Zahung,ZaHung,Storage,Vietnam,2009,Operational,8.0,-99.0,-99.0,-99.0,0.22,-99.0,-99.0,700.0,-99.0,-999.9,-999.9,-999.9,66.5,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.654862,15.860103,,
39155,SEAWEA_UNKNOWN,Song Tranh III,Song Tranh 3,Storage,Vietnam,2013,Operational,-99.0,-99.0,-99.0,-99.0,3.19,-99.0,-99.0,20.0,-99.0,-999.9,-999.9,-999.9,23.0,-999.9,62.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.142068,15.446135,,
39182,SEAWEA_UNKNOWN,Song Bung 4A,Song Bung 4A,Storage,Vietnam,2012,Operational,41.0,-99.0,-99.0,-99.0,0.662,-99.0,-99.0,8.17,-99.0,-999.9,-999.9,-999.9,32.0,-999.9,49.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.680904,15.764578,,
7712,SEAWEA_UNKNOWN,Song Bung V,Song Bung 5,Storage,Vietnam,2013,Operational,13.0,-999.9,-999.9,-999.9,1.68,-999.9,-999.9,20.27,-999.9,-999.9,-999.9,-999.9,27.0,-999.9,57.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.7472,15.8077,,
7715,SEAWEA_UNKNOWN,Song Con II,Song Con 2,Storage,Vietnam,2009,Operational,12.0,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.4,-999.9,-999.9,-999.9,-999.9,-99.0,-999.9,63.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.8081,15.9332,,
109,Dak Mi 2,SEAWEA_UNKNOWN,Dak Mi 2 ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,98.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.81561,15.22831,,
110,Dak Mi 3,Dak Mi 3,Dak Mi 3 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,63.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.82557,15.31908,,
417,SEAWEA_UNKNOWN,Song Bung 2,Song Bung 2 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,100.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.396584,15.717241,,
430,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Kon 2 ,SEAWEA_UNKNOWN,Vietnam,2009,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.790059,15.985358,,
449,SEAWEA_UNKNOWN,Song Tranh 4,Song Tranh 4 ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,48.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.14808,15.52705,,
185,Dak Mi 3 (Nhà máy thủy điện Đăk Mi 3),SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2016,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,56.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,107.8338,15.33838,,
18,Hoi Xuan,SEAWEA_UNKNOWN,Hoi Xuan ,SEAWEA_UNKNOWN,Vietnam,2020,Operational,43.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,102.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.052417,20.445577,,
7091,Cua Dat,Cua Dat,Cua Dat,Storage,Vietnam,2010,Operational,118.0,930.0,36.64415078,17.21559994,33.0,1165.807616,352.9173662,990.9364736,58.0,-999.9,-999.9,83.28663184,69.3,-999.9,97.0,Hydropower,SEAWEA_UNKNOWN,105.280457,19.881463,19.0,
7401,SEAWEA_UNKNOWN,Trung Son,Trung Son ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,84.0,513.0,-99.0,-99.0,13.0,-99.0,-99.0,348.0,45.1,-999.9,-999.9,-999.9,-999.9,-999.9,260.0,Hydropower,SEAWEA_UNKNOWN,104.83809,20.611871,,
39230,Hua Na,Hua Na,Hua Na,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5330.0,18.5,-999.9,-999.9,-999.9,-99.0,-999.9,180.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.083976,19.838737,,
39192,Ba Thuoc 1,SEAWEA_UNKNOWN,Ba Thuoc 1 ,SEAWEA_UNKNOWN,Vietnam,2017,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.172535,20.319546,,
39193,Ba thuoc 2,Ba Thuoc II,Ba Thuoc 2,Run of River,Vietnam,2012,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,80.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.328376,20.32143,,
470,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Ta Co ,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.636001,20.973408,,
496,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thanh Son ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.9073,20.58964,,
124,Nam Sam 3,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Laos,2024,Operational,121.7,321.4,-999.9,-999.9,-999.9,443.0,-999.9,443.0,-999.9,595.0,-999.9,560.0,206.0,-999.9,156.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.51065,20.150237,,
19,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Pac Ma ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,140.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.51615,22.56629,,
335,Thac Ba,Thac Ba,Thac Ba,Storage,Vietnam,1971,Operational,48.0,657.0,229.4166287,82.95173489,195.004134395,2940.0,1589.0,2490.0,17.7,-999.9,-999.9,34.88105227,-999.9,-999.9,120.0,Hydropower,SEAWEA_UNKNOWN,105.021718,21.747162,163.0,
1848,Hoa Binh,Hoa Binh,Hoa Binh,Storage,Vietnam,1994,Operational,128.0,660.0,212.6802287,124.4667463,208.0,9450.0,1846.0,9450.0,104.1,-999.9,-999.9,118.5766192,109.0,-999.9,1920.0,Hydropower,SEAWEA_UNKNOWN,105.31782,20.809831,36.0,
7028,Gelantan,Gelantan,Gelantan Dam,Storage,China,2009,Operational,113.0,466.0,10.81118519,7.424065415,7.97,348.2945752,196.5088397,296.05038892,51.4,-999.9,-999.9,444.2079268,-99.0,-999.9,390.0,Hydropower,SEAWEA_UNKNOWN,102.056621,22.703891,30.0,
7085,Ban Chat,Ban Chat,Ban Chat,Storage,Vietnam,2013,Operational,125.0,420.0,61.26323058,40.05494817,46.43,2053.452159,1101.932052,1702.0,36.7,-999.9,-999.9,458.3056003,-999.9,-999.9,220.0,Hydropower,SEAWEA_UNKNOWN,103.826241,21.861552,7.0,
7087,Bac Ha,Bac Ha,Coc Ly ,SEAWEA_UNKNOWN,Vietnam,2008,Operational,78.0,438.0,7.438703505,4.569811797,6.0,201.8285889,86.07980949,171.0,26.9,-999.9,-999.9,166.3781918,-99.0,-999.9,90.0,Hydropower,SEAWEA_UNKNOWN,104.196275,22.507928,6.0,
7096,Huoi Quang,Huoi Quang,Huoi Quang,Storage,Vietnam,2016,Operational,104.0,267.0,9.485822107,7.920309894,8.7,223.7684711,156.4517148,184.0,25.0,-999.9,-999.9,365.9167133,-999.9,-999.9,520.0,Hydropower,SEAWEA_UNKNOWN,103.876041,21.697785,42.0,
7097,Lai Chau,Lai Chau,Lai Chau,Storage,Vietnam,2016,Operational,137.0,620.0,37.25195125,26.0500061,31.664158562499995,1226.594479,722.6904804,1215.0,56.3,-999.9,-999.9,283.8361735,95.0,-999.9,1200.0,Hydropower,SEAWEA_UNKNOWN,102.98203,22.136812,74.0,
7115,Jupudu,Jupudu,Jufudu Dam,Storage,China,2007,Operational,95.0,320.0,6.18571721,4.270055716,4.85,152.9001154,78.42617256,129.96509809,36.0,-999.9,-999.9,508.9466649,-99.0,-999.9,285.0,Hydropower,SEAWEA_UNKNOWN,101.772592,22.903099,61.0,
7127,Nam Chien,Nam Chien,Nam Chien 1,Storage,Vietnam,2013,Operational,283.0,390.0,4.027662175,2.411268196,3.4235128487499997,169.9053151,64.91978124,154.0,67.3,-999.9,-999.9,921.3451565,-99.0,-999.9,200.0,Hydropower,SEAWEA_UNKNOWN,104.144193,21.594475,100.0,
7132,Son La,Son La,Son La,Storage,Vietnam,2012,Operational,138.0,962.0,235.1632028,154.8845616,224.0,9260.0,3100.0,9260.0,45.8,-999.9,-999.9,191.0205744,78.0,-999.9,2400.0,Hydropower,SEAWEA_UNKNOWN,103.99589,21.497326,151.0,
7137,Tuyen Quang,Tuyen Quang,Tuyen Quang,Storage,Vietnam,2008,Operational,92.0,718.0,77.712936,34.02041132,66.0559956,2499.224416,487.1427431,2245.0,34.5,-999.9,-999.9,89.218077,-99.0,-999.9,342.0,Hydropower,SEAWEA_UNKNOWN,105.39934,22.361883,170.0,
7148,Malutang,Malutang,Malutang Dam,Storage,China,2009,Operational,154.0,493.0,12.77144389,4.603505856,7.77,632.1571088,147.4185907,546.0,70.4,-999.9,-999.9,576.9800651,340.0,-999.9,400.0,Hydropower,SEAWEA_UNKNOWN,104.744073,23.017413,90.0,
7155,Nalan,Nalan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,109.0,333.0,7.878792431,4.65859173,6.0,232.4654053,118.7211825,197.595594505,44.9,-999.9,-999.9,405.7257246,-999.9,-999.9,150.0,Hydropower,SEAWEA_UNKNOWN,103.019659,22.718026,99.0,
7156,Nansha,Nansha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,85.0,85.0,9.872022587,5.613577788,8.0,244.6734551,86.89184928,212.0,28.3,-999.9,-999.9,251.6718597,-99.0,-999.9,150.0,Hydropower,SEAWEA_UNKNOWN,102.855762,23.231402,125.0,
7171,Shimenkan,Shimenkan,Yunnan Lixianjiang Shimenkan,Storage,China,2010,Operational,116.0,356.0,6.219367093,4.157924649,4.4,186.4439773,101.0524398,158.477380705,44.9,-999.9,-999.9,736.873246,70.0,-999.9,130.0,Hydropower,SEAWEA_UNKNOWN,101.504055,23.022381,146.0,
7175,Sinanjiang,Sinanjiang,Sinanjiang Dam,Storage,China,2008,Operational,115.0,366.0,8.593150927,4.091472365,6.85,264.2797569,86.04196203,224.637793365,39.7,-999.9,-999.9,873.5991864,-99.0,-999.9,201.0,Hydropower,SEAWEA_UNKNOWN,101.873658,23.093604,148.0,
7187,Madushan,Madushan,Madushan Dam,SEAWEA_UNKNOWN,China,2011,Operational,108.0,353.0,21.26445873,14.14467679,19.0,506.072022,286.3102744,430.1612187,36.0,-999.9,-999.9,206.5005143,67.0,-999.9,288.0,Hydropower,SEAWEA_UNKNOWN,103.284051,23.047537,85.0,
7203,Yayangshan,Yayangshan,Yayangshan Dam,Storage,China,2006,Operational,88.0,236.0,8.668653277,4.363136652,7.64,247.0,134.0,247.0,32.4,-999.9,-999.9,811.1095279,80.0,-999.9,120.0,Hydropower,SEAWEA_UNKNOWN,101.394665,23.101014,183.0,
7211,Puxiqiao,Puxiqiao,Yunnan Puxiqiao,Run of River,China,2013,Operational,144.0,400.0,12.00014687,5.914362447,10.2001248395,458.3939116,152.0520752,389.63482486,68.8,-999.9,-999.9,701.0412848,109.0,-999.9,190.0,Hydropower,SEAWEA_UNKNOWN,101.603999,23.143859,136.0,
38723,SEAWEA_UNKNOWN,Meng Ye Jiang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2013,Operational,79.0,205.4,13.59,-99.0,-99.0,37.15,-99.0,-99.0,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,68.0,Hydropower,SEAWEA_UNKNOWN,101.598417,22.759708,,
38727,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Yunnan Maguan Huabazi,Run of River,China,2008,Operational,-99.0,-99.0,-99.0,-99.0,1.98,-99.0,-99.0,-99.0,15.7,-999.9,-999.9,-999.9,66.8,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.947284,23.020363,,
39359,Khao Mang - Upper and lower (Thủy điện Khao Mang Thượng & Hạ,SEAWEA_UNKNOWN,Khao Mang 1 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,30.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.037115,21.859212,,
38049,Bao Lam 3,SEAWEA_UNKNOWN,Bao Lam 3 ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,46.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.487223,23.011625,,
38433,Muong Hum,Muong Hum,Muong Hum,Storage,Vietnam,2011,Operational,29.5,45.0,-99.0,-99.0,0.221,-99.0,-99.0,1.914,-99.0,-999.9,-999.9,-999.9,110.0,-999.9,32.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.714171,22.540516,,
38434,SEAWEA_UNKNOWN,Ngoi Phat,Ngoi Phat,Run of River,Vietnam,2014,Operational,20.0,95.0,0.257,-99.0,0.257,-99.0,-99.0,2.099,-99.0,-999.9,-999.9,-999.9,301.8,-999.9,72.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.743602,22.554526,,
38576,SEAWEA_UNKNOWN,Yunnan Amojiang Sanjiangkou,Yunnan Amojiang Sanjiangkou,Storage,China,2010,Operational,61.5,-99.0,-99.0,-99.0,3.127,1491.0,-99.0,84.52,-99.0,-999.9,-999.9,-999.9,49.7,-999.9,99.0,Hydropower,SEAWEA_UNKNOWN,101.746333,23.120206,,
38577,SEAWEA_UNKNOWN,Da Wan,Yunnan Lishe River Dawan,Run of River,China,2014,Operational,49.86,175.46,-99.0,-99.0,1.53,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,56.0,-999.9,49.0,Hydropower,SEAWEA_UNKNOWN,101.309522,24.526172,,
38638,Nam Na 2,Nam Na 2,Nam Na 2,Run of River,Vietnam,2015,Operational,24.5,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.38,-99.0,-999.9,-999.9,-999.9,17.0,-999.9,66.0,Hydropower,SEAWEA_UNKNOWN,103.232436,22.493406,,
38717,Coc San,Coc San,Coc San,SEAWEA_UNKNOWN,Vietnam,2016,Operational,15.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.1299999999999999,-99.0,-999.9,-999.9,-999.9,-99.0,-999.9,30.0,Hydropower,SEAWEA_UNKNOWN,103.9034,22.414583,,
39248,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam Cun ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,40.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.984809,22.26603,,
39250,SEAWEA_UNKNOWN,Ta Thang,Ta Thang,Run of River,Vietnam,2013,Operational,-99.0,-99.0,-99.0,-99.0,0.2,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,148.2,-999.9,60.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.022066,22.298658,,
39281,Long Tao (Thủy điện Long Tạo),SEAWEA_UNKNOWN,Long Tao ,SEAWEA_UNKNOWN,Vietnam,2019,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,42.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.214645,21.713375,,
