SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id,id_SOURCE,id_SOURCE_ID,id_SOURCE_MODIFIED,id_SOURCE_MODIFIED_REASON,reservoir_name_SOURCE,reservoir_name_SOURCE_ID,reservoir_name_SOURCE_MODIFIED,reservoir_name_SOURCE_MODIFIED_REASON,dam_name_SOURCE,dam_name_SOURCE_ID,dam_name_SOURCE_MODIFIED,dam_name_SOURCE_MODIFIED_REASON,station_name_SOURCE,station_name_SOURCE_ID,station_name_SOURCE_MODIFIED,station_name_SOURCE_MODIFIED_REASON,station_type_SOURCE,station_type_SOURCE_ID,station_type_SOURCE_MODIFIED,station_type_SOURCE_MODIFIED_REASON,country_SOURCE,country_SOURCE_ID,country_SOURCE_MODIFIED,country_SOURCE_MODIFIED_REASON,commission_year_SOURCE,commission_year_SOURCE_ID,commission_year_SOURCE_MODIFIED,commission_year_SOURCE_MODIFIED_REASON,status_SOURCE,status_SOURCE_ID,status_SOURCE_MODIFIED,status_SOURCE_MODIFIED_REASON,dam_height_m_SOURCE,dam_height_m_SOURCE_ID,dam_height_m_SOURCE_MODIFIED,dam_height_m_SOURCE_MODIFIED_REASON,dam_length_m_SOURCE,dam_length_m_SOURCE_ID,dam_length_m_SOURCE_MODIFIED,dam_length_m_SOURCE_MODIFIED_REASON,max_area_km2_SOURCE,max_area_km2_SOURCE_ID,max_area_km2_SOURCE_MODIFIED,max_area_km2_SOURCE_MODIFIED_REASON,min_area_km2_SOURCE,min_area_km2_SOURCE_ID,min_area_km2_SOURCE_MODIFIED,min_area_km2_SOURCE_MODIFIED_REASON,normal_area_km2_SOURCE,normal_area_km2_SOURCE_ID,normal_area_km2_SOURCE_MODIFIED,normal_area_km2_SOURCE_MODIFIED_REASON,max_capacity_mcm_SOURCE,max_capacity_mcm_SOURCE_ID,max_capacity_mcm_SOURCE_MODIFIED,max_capacity_mcm_SOURCE_MODIFIED_REASON,min_capacity_mcm_SOURCE,min_capacity_mcm_SOURCE_ID,min_capacity_mcm_SOURCE_MODIFIED,min_capacity_mcm_SOURCE_MODIFIED_REASON,normal_capacity_mcm_SOURCE,normal_capacity_mcm_SOURCE_ID,normal_capacity_mcm_SOURCE_MODIFIED,normal_capacity_mcm_SOURCE_MODIFIED_REASON,average_depth_m_SOURCE,average_depth_m_SOURCE_ID,average_depth_m_SOURCE_MODIFIED,average_depth_m_SOURCE_MODIFIED_REASON,dam_crest_elevation_m_SOURCE,dam_crest_elevation_m_SOURCE_ID,dam_crest_elevation_m_SOURCE_MODIFIED,dam_crest_elevation_m_SOURCE_MODIFIED_REASON,reservoir_normal_elevation_m_SOURCE,reservoir_normal_elevation_m_SOURCE_ID,reservoir_normal_elevation_m_SOURCE_MODIFIED,reservoir_normal_elevation_m_SOURCE_MODIFIED_REASON,reservoir_minimum_elevation_m_SOURCE,reservoir_minimum_elevation_m_SOURCE_ID,reservoir_minimum_elevation_m_SOURCE_MODIFIED,reservoir_minimum_elevation_m_SOURCE_MODIFIED_REASON,water_head_m_SOURCE,water_head_m_SOURCE_ID,water_head_m_SOURCE_MODIFIED,water_head_m_SOURCE_MODIFIED_REASON,design_flow_m3s_SOURCE,design_flow_m3s_SOURCE_ID,design_flow_m3s_SOURCE_MODIFIED,design_flow_m3s_SOURCE_MODIFIED_REASON,power_mw_SOURCE,power_mw_SOURCE_ID,power_mw_SOURCE_MODIFIED,power_mw_SOURCE_MODIFIED_REASON,main_use_SOURCE,main_use_SOURCE_ID,main_use_SOURCE_MODIFIED,main_use_SOURCE_MODIFIED_REASON,second_use_SOURCE,second_use_SOURCE_ID,second_use_SOURCE_MODIFIED,second_use_SOURCE_MODIFIED_REASON,longitude_SOURCE,longitude_SOURCE_ID,latitude_SOURCE,latitude_SOURCE_ID,dynamic_id_SOURCE,dynamic_id_SOURCE_ID,dup_group
3339,784,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-999,SEAWEA_UNKNOWN,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,0.67,11.4,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.73451,12.154769,,Thaidam0125,784,False,,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,Country boundary judgement,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,False,,Thaidam0125,784,False,,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,True,SEAWEA_NORMALIZE_TYPE,Thaidam0125,784,Thaidam0125,784,Thaidam0125,784,
3340,10503,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1991,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,109.059612,11.93199,,GDWres24,10503,False,,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,,,GDWres24,10503,False,,GDWres24,10503,True,Based on commission year,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWbar24,10503,False,,GDWres24,10503,False,,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,10503,False,,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10503,GDWres24,10503,GDWres24,10503,
3341,10504,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.8,22.2,16.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.705975,11.927037,,GDWres24,10504,False,,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,,,GDWbar24,10504,False,,GDWres24,10504,True,Based on commission year,GDWbar24,10504,False,,GDWbar24,10504,False,,GDWbar24,10504,False,,GDWbar24,10504,False,,GDWbar24,10504,False,,GDWbar24,10504,False,,Thaidam0125,665,False,,Thaidam0125,665,False,,GDWres24,10504,False,,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,10504,False,,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10504,GDWres24,10504,GDWres24,10504,
3342,22993,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Thailand,-99,Potential,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.15,2.8,14.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,99.697117,11.965278,,GDWres24,22993,False,,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,,,GDWbar24,22993,False,,GDWres24,22993,True,Based on commission year,GDWbar24,22993,False,,GDWbar24,22993,False,,GDWbar24,22993,False,,GDWbar24,22993,False,,GDWbar24,22993,False,,GDWbar24,22993,False,,Thaidam0125,589,False,,Thaidam0125,589,False,,GDWres24,22993,False,,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,22993,False,,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,True,SEAWEA_NORMALIZE_TYPE,GDWres24,22993,GDWres24,22993,GDWres24,22993,
3343,10520,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1999,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.393764,11.352877,,GDWres24,10520,False,,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,,,GDWres24,10520,False,,GDWres24,10520,True,Based on commission year,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWbar24,10520,False,,GDWres24,10520,False,,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,10520,False,,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10520,GDWres24,10520,GDWres24,10520,
3344,40268,SEAWEA_UNKNOWN,Song Luy,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,2014,Under Construction,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-999.9,-999.9,-999.9,-999.9,-999.9,16.0,Hydropower,SEAWEA_UNKNOWN,108.319388,11.361055,,GDWbar24,40268,False,,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,False,,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,,,FHReD15,3381,False,,FHReD15,3381,,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,False,,GDWbar24,40268,False,,GDWbar24,40268,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,40268,GDWbar24,40268,GDWbar24,40268,
3345,10526,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1990,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.181303,11.123685,,GDWres24,10526,False,,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,,,GDWres24,10526,False,,GDWres24,10526,True,Based on commission year,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWbar24,10526,False,,GDWres24,10526,False,,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,10526,False,,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,True,SEAWEA_NORMALIZE_TYPE,GDWres24,10526,GDWres24,10526,GDWres24,10526,
3346,23058,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.055905,10.99375,,GDWres24,23058,False,,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,,,GDWbar24,23058,False,,GDWres24,23058,True,Based on commission year,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWbar24,23058,False,,GDWres24,23058,False,,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,23058,False,,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23058,GDWres24,23058,GDWres24,23058,
3347,23059,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1991,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.035644,10.989763,,GDWres24,23059,False,,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,,,GDWres24,23059,False,,GDWres24,23059,True,Based on commission year,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWbar24,23059,False,,GDWres24,23059,False,,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,23059,False,,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23059,GDWres24,23059,GDWres24,23059,
3348,23060,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1999,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.066767,10.962871,,GDWres24,23060,False,,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,,,GDWres24,23060,False,,GDWres24,23060,True,Based on commission year,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWbar24,23060,False,,GDWres24,23060,False,,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,23060,False,,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,True,SEAWEA_NORMALIZE_TYPE,GDWres24,23060,GDWres24,23060,GDWres24,23060,
3349,25698,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1996,Operational,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,17.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.142322,11.172075,,GDWres24,25698,False,,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,,,GDWres24,25698,False,,GDWres24,25698,True,Based on commission year,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWbar24,25698,False,,GDWres24,25698,False,,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,25698,False,,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,True,SEAWEA_NORMALIZE_TYPE,GDWres24,25698,GDWres24,25698,GDWres24,25698,
3350,28417,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.081164,11.010217,,GDWres24,28417,False,,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,,,GDWbar24,28418,False,,GDWres24,28417,True,Based on commission year,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWbar24,28418,False,,GDWres24,28417,False,,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,28418,False,,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,True,SEAWEA_NORMALIZE_TYPE,GDWres24,28417,GDWres24,28417,GDWres24,28417,
3351,32614,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,-999.9,-999.9,-999.9,-999.9,-999.9,-99.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.06957,10.994319,,GDWres24,32614,False,,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,,,GDWbar24,32615,False,,GDWres24,32614,True,Based on commission year,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWbar24,32615,False,,GDWres24,32614,False,,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWbar24,32615,False,,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,True,SEAWEA_NORMALIZE_TYPE,GDWres24,32614,GDWres24,32614,GDWres24,32614,
3352,158,Dan Sach 2&3,SEAWEA_UNKNOWN,Dan Sach 2 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,4.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.01136,11.23876,,OperVietAlan24,158,False,,MKD20,219,False,,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,False,,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,,,OperVietAlan24,158,False,,OperVietAlan24,158,,,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,False,,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,158,OperVietAlan24,158,OperVietAlan24,158,
3353,159,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Dan Sach 3 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,-999.9,1.0,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,108.01929,11.22832,,OperVietAlan24,159,False,,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,False,,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,,,OperVietAlan24,159,False,,OperVietAlan24,159,,,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,False,,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,True,SEAWEA_NORMALIZE_TYPE,OperVietAlan24,159,OperVietAlan24,159,OperVietAlan24,159,
